,Model,Weeks ahead,Location,RMSE,NRMSE,MAPE
111,BPagano-RtDriven,3,FL,81.7008587341651,0.32165692415025626,23.452720269735146
112,BPagano-RtDriven,3,GA,50.80853849994113,0.9408988611100207,32.18649312558847
113,BPagano-RtDriven,3,IA,11.74142019093091,0.36691938096659094,73.38766296595519
114,BPagano-RtDriven,3,ID,6.748840537455304,0.29342784945457845,53.96728021814787
115,BPagano-RtDriven,3,IL,36.70801854772333,0.44226528370751006,35.59094660792318
116,BPagano-RtDriven,3,IN,18.16659448273121,0.35620773495551394,38.382221947451455
117,BPagano-RtDriven,3,KS,29.156364811135152,0.30371213344932446,342.74544533863224
118,BPagano-RtDriven,3,KY,19.64128250649636,0.5168758554341149,30.449323818032774
119,BPagano-RtDriven,3,LA,12.717121875644663,0.1956480288560718,61.28140147326895
120,BPagano-RtDriven,3,MA,19.860813951094755,0.4053227336958113,29.90971047407231
121,BPagano-RtDriven,3,MD,9.625737800293544,0.3565088074182794,19.59367654299263
122,BPagano-RtDriven,3,ME,13.47064610551402,0.32072966917890516,110919209.26292749
123,BPagano-RtDriven,3,MI,44.18686096680777,0.40169873606188883,30.377547859116017
124,BPagano-RtDriven,3,MN,14.148262448088811,0.5659304979235524,29.885224089751606
125,BPagano-RtDriven,3,MO,33.2426724542417,0.4888628302094368,52.75979558599633
126,BPagano-RtDriven,3,MS,12.923962999018528,0.349296297270771,74.19207805201411
127,BPagano-RtDriven,3,MT,9.12666733260285,0.5704167082876781,104624192.98563966
128,BPagano-RtDriven,3,NC,129.27393508669874,0.2834954716813569,90.20740977341012
129,BPagano-RtDriven,3,ND,4.780219053558111,0.2811893560916536,51574093.12877815
130,BPagano-RtDriven,3,NE,18.662314484007602,0.3659277349805412,258590122.20657337
131,BPagano-RtDriven,3,NH,3.0332113180587994,0.2757464834598909,42.12301845238095
132,BPagano-RtDriven,3,NJ,20.05715496774156,0.668571832258052,31.796131710208154
133,BPagano-RtDriven,3,NM,46.67644902410637,0.3955631273229353,73.52510525478887
134,BPagano-RtDriven,3,NV,21.172124763471427,0.4704916614104761,60.273742186524096
135,BPagano-RtDriven,3,NY,32.58299177638542,0.2715249314698785,24.462234696995107
136,BPagano-RtDriven,3,OH,67.85523132154219,0.8589269787536986,1031365244.464269
137,BPagano-RtDriven,3,OK,324.4942638232608,0.2281956848264844,64.42763421813974
138,BPagano-RtDriven,3,OR,30.534039975083548,0.3865068351276398,45.782353997008016
139,BPagano-RtDriven,3,PA,37.99289236686251,0.4469752043160296,32.641975877978
140,BPagano-RtDriven,3,RI,2.6169114620101306,0.37384449457287583,46092033.06452856
141,BPagano-RtDriven,3,SC,41.56787934691882,0.5938268478131259,195.89794710567213
142,BPagano-RtDriven,3,SD,3.476276959622176,0.434534619952772,86.92433492063492
143,BPagano-RtDriven,3,TN,23.670343204102473,0.40119225769665195,31.289100533160664
144,BPagano-RtDriven,3,TX,62.53158103390638,0.4962823891579872,40.54806982426324
145,BPagano-RtDriven,3,US,577.7801528231132,0.34576909205452616,21.190258759435434
146,BPagano-RtDriven,3,UT,6.553322607654837,0.4095826629784273,43.62722517482518
147,BPagano-RtDriven,3,VA,53.96773236759166,0.6349144984422547,43.385194351361676
148,BPagano-RtDriven,3,VT,2.771017881573484,0.4618363135955807,50834049.56726667
149,BPagano-RtDriven,3,WA,22.381441336518076,0.33405136323161305,30.626481263986232
150,BPagano-RtDriven,3,WI,14.202075123023395,0.4734025041007798,42.4554991074615
151,BPagano-RtDriven,3,WV,16.95276213777566,0.5650920712591886,105.33668361302885
152,BPagano-RtDriven,3,WY,4.439891913098786,0.4036265375544351,121868014.32451215
153,BPagano-RtDriven,4,AK,10.061316409341718,0.4192215170559048,367029584.0674163
154,BPagano-RtDriven,4,AL,31.316963644148018,0.2982567966109336,176.40803889738308
155,BPagano-RtDriven,4,AR,21.212354369303018,0.5303088592325754,69.613832692766
156,BPagano-RtDriven,4,AZ,12.121680741547355,0.5050700308978063,16.851501034039867
157,BPagano-RtDriven,4,CA,108.18989530347913,0.5127483189738349,40.09816905636562
158,BPagano-RtDriven,4,CO,46.59299057440579,0.9508773586613428,264.574589599971
159,BPagano-RtDriven,4,CT,19.180813648597447,0.2997002132593351,63.73860437654011
160,BPagano-RtDriven,4,DC,3.993498035000838,0.49918725437510475,124.50754458161867
161,BPagano-RtDriven,4,DE,10.088041275578613,0.38800158752225444,128.1805650522317
162,BPagano-RtDriven,4,FL,127.71331097683854,0.502808310932435,23.646827567487556
163,BPagano-RtDriven,4,GA,62.67734354790591,1.1606915471834427,42.63255520453363
164,BPagano-RtDriven,4,IA,11.9436745741557,0.45937209900598847,57.32728277369775
165,BPagano-RtDriven,4,ID,7.416971566766467,0.32247702464202027,69.40065217089455
166,BPagano-RtDriven,4,IL,37.769195694963436,0.4550505505417281,34.73183512822482
167,BPagano-RtDriven,4,IN,9.386999289797922,0.2844545239332703,27.629838329382956
168,BPagano-RtDriven,4,KS,34.6013786944329,0.36043102806700944,450.30950584866787
169,BPagano-RtDriven,4,KY,22.81053530961321,0.6912283427155519,30.651386893180938
170,BPagano-RtDriven,4,LA,16.145934589790016,0.24839899368907722,63.70928379334667
171,BPagano-RtDriven,4,MA,17.982897572724788,0.36699790964744455,31.50732465051159
172,BPagano-RtDriven,4,MD,10.66534016751875,0.41020539105841336,20.220773401780214
173,BPagano-RtDriven,4,ME,13.101689950367303,0.3119449988182691,119313798.01158835
174,BPagano-RtDriven,4,MI,43.22261667229323,0.4502355903363877,31.81027503402963
175,BPagano-RtDriven,4,MN,10.80921600096675,0.4503840000402811,24.1921394544008
176,BPagano-RtDriven,4,MO,34.5309487979825,0.5078080705585661,64.0465426177856
177,BPagano-RtDriven,4,MS,16.033857822329182,0.4333475087115995,90.04951917501752
178,BPagano-RtDriven,4,MT,8.59675885306653,0.5372974283166582,133460623.80745101
179,BPagano-RtDriven,4,NC,120.43299933757542,0.2641074546876654,95.37329944349251
180,BPagano-RtDriven,4,ND,5.979634947980613,0.3517432322341537,53154373.29846042
181,BPagano-RtDriven,4,NE,17.720182652055882,0.3474545618050172,307148257.36988556
182,BPagano-RtDriven,4,NH,3.4282273359079714,0.3116570305370883,42.73736184597296
183,BPagano-RtDriven,4,NJ,26.001304266431628,0.8667101422143876,34.72223341737928
184,BPagano-RtDriven,4,NM,55.06667334443058,0.46666672325788633,80.54461786049835
185,BPagano-RtDriven,4,NV,24.861060929806587,0.5524680206623687,77.85736395214485
186,BPagano-RtDriven,4,NY,43.60833699853479,0.3634028083211232,26.001592222244653
187,BPagano-RtDriven,4,OH,69.27029651862173,0.8768391964382497,1167595324.5385938
188,BPagano-RtDriven,4,OK,231.25561408080216,0.33466803774356313,60.69402109709646
189,BPagano-RtDriven,4,OR,30.569461980508876,0.3869552149431503,43.258021126656644
190,BPagano-RtDriven,4,PA,50.98749551823685,0.5998528884498453,35.22457538301657
191,BPagano-RtDriven,4,RI,2.702208294463376,0.38602975635191084,50892626.16911522
192,BPagano-RtDriven,4,SC,48.19086614471437,0.6884409449244909,256.28419873336543
193,BPagano-RtDriven,4,SD,2.817381881582024,0.352172735197753,67.81025279247503
194,BPagano-RtDriven,4,TN,27.786744695587817,0.4709617745014885,39.76462250979485
195,BPagano-RtDriven,4,TX,84.85376525921914,0.6734425814223741,49.07011885603632
196,BPagano-RtDriven,4,US,561.5705934517742,0.9406542603882315,18.699475079864182
197,BPagano-RtDriven,4,UT,9.571171006958577,0.5981981879349111,61.16633245355468
198,BPagano-RtDriven,4,VA,44.447993265538244,0.5229175678298618,48.2265218152808
199,BPagano-RtDriven,4,VT,2.268420326521912,0.3780700544203187,46377809.04329219
200,BPagano-RtDriven,4,WA,31.313216334676035,0.4673614378309856,35.97923580202286
201,BPagano-RtDriven,4,WI,17.747302292649064,0.5915767430883021,48.17777864100313
202,BPagano-RtDriven,4,WV,18.413520241025797,0.6137840080341931,95.07386707830794
203,BPagano-RtDriven,4,WY,5.192873321517995,0.4720793928652723,150083967.33580872
204,CEID-Walk,1,AK,11.270391657396432,0.4695996523915181,62748171.84171077
205,CEID-Walk,1,AL,39.74530237930292,0.36801205906761963,124.77614778920089
206,CEID-Walk,1,AR,11.677042267248632,0.27155912249415426,44.889574788412546
207,CEID-Walk,1,AZ,13.135182902757345,0.31274245006565105,38.128688598176254
208,CEID-Walk,1,CA,73.98334414507693,0.3506319627728765,30.119846872038288
209,CEID-Walk,1,CO,19.62095560307341,0.4087699083973627,69.66521260384721
210,CEID-Walk,1,CT,21.97257542685629,0.34332149104462956,68.55023958172374
211,CEID-Walk,1,DC,3.244175002129886,0.36046388912554284,31263057.893374488
212,CEID-Walk,1,DE,9.628510949835967,0.3851404379934387,78.19280875503097
213,CEID-Walk,1,FL,117.32953379643546,0.3391026988336285,38.31813692752676
214,CEID-Walk,1,GA,19.40626080532889,0.17327018576186512,46.71243705285568
215,CEID-Walk,1,IA,24.23724718050482,0.3728807258539203,243442014.60662144
216,CEID-Walk,1,ID,7.666666869565215,0.511111124637681,72.40669888793528
217,CEID-Walk,1,IL,28.514346969746846,0.39603259680203945,24.501287012101315
218,CEID-Walk,1,IN,17.045652730241805,0.3409130546048362,38.34842689498845
219,CEID-Walk,1,KS,21.522757544825275,0.22419539109192999,225.87105261567012
220,CEID-Walk,1,KY,10.58435946206582,0.271393832360662,22.68564745027783
221,CEID-Walk,1,LA,18.13356388027461,0.3555600760838159,77.9857455852811
222,CEID-Walk,1,MA,22.63662276047379,0.45273245520947575,35.211502587452074
223,CEID-Walk,1,MD,10.063486793574304,0.3870571843682425,13.619073832922071
224,CEID-Walk,1,ME,16.921944838319,0.8058068970628095,175533732.828836
225,CEID-Walk,1,MI,49.84482124108336,0.5477452883635535,31.729625071276345
226,CEID-Walk,1,MN,13.763431435833468,0.5734763098263945,23.17620023960827
227,CEID-Walk,1,MO,32.41450250188092,0.3642078932795609,128.1055996935353
228,CEID-Walk,1,MS,14.936883171829686,0.4036995451845861,73.83260682122196
229,CEID-Walk,1,MT,16.05153921314436,0.44587608925401007,112234702.9116876
230,CEID-Walk,1,NC,244.54796165873975,0.5084157207042407,229.6687273777552
231,CEID-Walk,1,ND,5.207040148790012,0.34713600991933413,58.38582892416226
232,CEID-Walk,1,NE,17.36867287196501,0.5263234203625762,250069221.19086796
233,CEID-Walk,1,NH,6.338231579514554,0.42254877196763696,61.78112678816383
234,CEID-Walk,1,NJ,13.97341622510401,0.3327003863120003,23.50297902584113
235,CEID-Walk,1,NM,37.11855171983112,0.29694841375864894,97.6214089044575
236,CEID-Walk,1,NV,19.425108099227316,0.4316690688717182,44.486667615045725
237,CEID-Walk,1,NY,22.09545942294731,0.32493322680804876,13.665288851479243
238,CEID-Walk,1,OH,52.46527545804833,0.6641174108613713,64985264.85225637
239,CEID-Walk,1,OK,28.85712574044754,0.23085700592358036,1159846993.708719
240,CEID-Walk,1,OR,31.79114460733436,0.4075787770171071,44.26713415673274
241,CEID-Walk,1,PA,51.126078118488394,0.5680675346498711,32.17084113845878
242,CEID-Walk,1,RI,2.4884876710341346,0.27649863011490383,57669164.81402313
243,CEID-Walk,1,SC,33.24314092494203,0.47490201321345754,112.47617513761958
244,CEID-Walk,1,SD,3.4949541087433786,0.3494954108743379,39345723.25536352
245,CEID-Walk,1,TN,40.33996536521402,0.43376306844316154,63.25304838976459
246,CEID-Walk,1,TX,35.4047974982048,0.25289141070146276,51.23816459309367
247,CEID-Walk,1,US,471.699608881778,0.3625669553280384,21.37865449859102
248,CEID-Walk,1,UT,4.780198717394265,0.39834989311618874,24.022192653025986
249,CEID-Walk,1,VA,29.7990760278085,0.3136744845032473,114.03160411658784
250,CEID-Walk,1,VT,3.7845668767303406,0.6307611461217234,42071692.837407425
251,CEID-Walk,1,WA,27.573199084940757,0.41154028484986205,26.806476190955596
252,CEID-Walk,1,WI,11.974100940502101,0.37419065439069066,37.76582246422503
253,CEID-Walk,1,WV,14.415368677599304,0.6864461275047288,35.71663480471759
254,CEID-Walk,1,WY,5.26854960011661,0.4789590545560554,27037087.19352787
255,CEID-Walk,2,AK,0.0,0.0,100.0
256,CEID-Walk,2,AL,37.14741927779102,0.34395758590547243,121.62703365083712
257,CEID-Walk,2,AR,14.356324429497963,0.47854414764993203,40.364880479857554
258,CEID-Walk,2,AZ,17.37053331075359,0.3277459115236526,41.13914035769913
259,CEID-Walk,2,CA,65.28170937942726,0.3980592035330931,25.953076817060122
260,CEID-Walk,2,CO,28.763919269633615,0.4959296425798899,140.0287393736268
261,CEID-Walk,2,CT,25.54982079438132,0.3992159499122081,82.02283342263091
262,CEID-Walk,2,DC,3.7555604441947144,0.41728449379941274,32531328.880416673
263,CEID-Walk,2,DE,10.606989134528233,0.3928514494269716,202.7295215201465
264,CEID-Walk,2,FL,118.20729163846028,0.43458563102375103,33.60779973784314
265,CEID-Walk,2,GA,27.1835493497446,0.32751264276800723,32.58401722857823
266,CEID-Walk,2,IA,22.64200870064315,0.34833859539450995,234475042.71450928
267,CEID-Walk,2,ID,7.281600845624539,0.26968892020831625,69.01229423137627
268,CEID-Walk,2,IL,26.023737584655283,0.5102693644050056,23.034681203286596
269,CEID-Walk,2,IN,17.043355054096597,0.3341834324332666,44.65099988801558
270,CEID-Walk,2,KS,18.736411305930492,0.29275642665516394,178.4733015994991
271,CEID-Walk,2,KY,14.45532019707623,0.37064923582246745,25.319119748044816
272,CEID-Walk,2,LA,26.06010286817763,0.42721480111766597,69.15363559180841
273,CEID-Walk,2,MA,16.935324590925326,0.48386641688358073,27.13586231751267
274,CEID-Walk,2,MD,10.068774317164927,0.37291756730240466,16.957658625293803
275,CEID-Walk,2,ME,20.544584067339986,0.8217833626935995,446.5517078754579
276,CEID-Walk,2,MI,55.491351098617166,0.5284890580820681,38.27744446520289
277,CEID-Walk,2,MN,8.241732819923246,0.32966931279692985,26.643327511924202
278,CEID-Walk,2,MO,29.909559255779747,0.4601470654735346,102.1610511436731
279,CEID-Walk,2,MS,12.128393293219016,0.3675270694914853,55.31574515716374
280,CEID-Walk,2,MT,12.24659904320379,0.8747570745145565,267.9863064236111
281,CEID-Walk,2,NC,237.59210872996184,0.4939544880040787,285.720855046657
282,CEID-Walk,2,ND,3.675023129178917,0.40833590324210195,70.15403645833334
283,CEID-Walk,2,NE,20.44589632114474,0.4008999278655831,208828260.4735639
284,CEID-Walk,2,NH,5.888252032649417,0.7360315040811771,57.83705853174603
285,CEID-Walk,2,NJ,12.638036877814528,0.4860783414544049,23.845959428838583
286,CEID-Walk,2,NM,53.602929980552375,0.428823439844419,114.19206992434508
287,CEID-Walk,2,NV,20.444643470234446,0.659504628072079,40.12501213109807
288,CEID-Walk,2,NY,35.798656226526155,0.3808367683672995,15.994513765911552
289,CEID-Walk,2,OH,52.68316642557659,0.6668755243743871,77336012.43787187
290,CEID-Walk,2,OK,252.77047456165644,0.2970275846787972,1057990671.6329243
291,CEID-Walk,2,OR,39.7560931257713,0.5096935016124525,49.411473864540426
292,CEID-Walk,2,PA,51.1966499550996,0.5688516661677734,35.91306376295357
293,CEID-Walk,2,RI,2.0621637604710252,0.2945948229244322,56.22210069444444
294,CEID-Walk,2,SC,40.93898832561694,0.6298305896248759,101.16967476403804
295,CEID-Walk,2,SD,3.5187451420925613,0.5026778774417944,68.76420882936509
296,CEID-Walk,2,TN,41.95218012511388,0.531040254748277,64.91100409014936
297,CEID-Walk,2,TX,48.92691921759431,0.32836858535298197,47.30487976253615
298,CEID-Walk,2,US,368.63908302837336,0.22060986417018152,25.968345405535054
299,CEID-Walk,2,UT,5.728599839838702,0.31825554665770567,25.008162798572954
300,CEID-Walk,2,VA,54.843825893394786,0.44228891849511914,88.61721327350945
301,CEID-Walk,2,VT,2.789869755024417,0.46497829250406947,78268825.1544271
302,CEID-Walk,2,WA,35.45919468381932,0.5372605255124139,28.547443886641076
303,CEID-Walk,2,WI,12.917311944634612,0.47841896091239294,34.14890927699204
304,CEID-Walk,2,WV,8.626486335698909,0.27827375276448096,59.47303644161971
305,CEID-Walk,2,WY,3.9994398045226287,0.6665733007537714,54268784.78458334
306,CEID-Walk,3,AK,8.493695140682714,0.4044616733658435,100.0
307,CEID-Walk,3,AL,22.373066278771127,0.2943824510364622,85.0363973229957
308,CEID-Walk,3,AR,17.34055214148121,0.43351380353703023,43.35497487701875
309,CEID-Walk,3,AZ,21.948553121854232,0.9976615055388288,31.717945832772333
310,CEID-Walk,3,CA,43.11638567876486,0.23821207557328658,22.01424065569544
311,CEID-Walk,3,CO,26.500276332791053,0.8833425444263685,89.5547997365837
312,CEID-Walk,3,CT,13.238941940891111,0.49033118299596706,84.31826618415738
313,CEID-Walk,3,DC,2.8650347542145354,0.5730069508429071,32369447.980204083
314,CEID-Walk,3,DE,6.7983753311256025,0.5229519485481233,251.4631098153547
315,CEID-Walk,3,FL,126.51875598503173,0.49810533852374683,33.71534733250923
316,CEID-Walk,3,GA,41.32443093722786,0.5660880950305186,31.56565923036854
317,CEID-Walk,3,IA,21.52591754805621,0.3843913847867179,62.348478087622716
318,CEID-Walk,3,ID,8.058165627840761,0.7325605116218873,48.81269707883153
319,CEID-Walk,3,IL,37.63806168722599,0.45347062273766253,27.45128547782273
320,CEID-Walk,3,IN,22.56510139890484,0.4424529686059772,40.51430968124846
321,CEID-Walk,3,KS,18.20723943929996,0.39580955302826,203.1299031127603
322,CEID-Walk,3,KY,18.276819901566185,0.46863640773246623,28.131864155390534
323,CEID-Walk,3,LA,26.106086022775827,0.4925676608070911,63.7692240979168
324,CEID-Walk,3,MA,15.660268684978373,0.46059613779348146,30.35303266578744
325,CEID-Walk,3,MD,10.22219415222164,0.3785997834156163,15.203272086365638
326,CEID-Walk,3,ME,25.839641162921968,0.6152295514981422,265967599.26337245
327,CEID-Walk,3,MI,55.437297706508026,0.5039754336955274,48.036474649609865
328,CEID-Walk,3,MN,14.807587350505726,0.5923034940202289,27.348083708303893
329,CEID-Walk,3,MO,25.132287082555777,0.5026457416511155,34.961214451482235
330,CEID-Walk,3,MS,17.698517686114684,0.47833831584093744,67.06920276882683
