,Model,Weeks ahead,Location,LS,CRPS,CS
210,CEID-Walk,1,CT,-3.0357035083928756,11.99637687089235,0.11266666798293593
211,CEID-Walk,1,DC,-3.49727173578528,1.8604039379575883,0.09428887859880934
212,CEID-Walk,1,DE,-3.5791583413873798,5.3197807350546595,0.1017555604398251
213,CEID-Walk,1,FL,-3.8720146747695514,72.17069169628816,0.1458888859003783
214,CEID-Walk,1,GA,-2.061384003161175,11.831453229069925,0.08071111097037788
215,CEID-Walk,1,IA,-4.259758962038098,13.795362192131964,0.1577999937415124
216,CEID-Walk,1,ID,-3.4325823192915474,4.898748524232893,0.23844443814456476
217,CEID-Walk,1,IL,-5.273356661265655,18.561484153617226,0.15622221262753022
218,CEID-Walk,1,IN,-2.72415607918766,10.007722764755602,0.08108889364898204
219,CEID-Walk,1,KS,-5.032160471277773,14.018534879684767,0.12304443702697761
220,CEID-Walk,1,KY,-2.5874938296188943,6.856489314544553,0.06637777932584285
221,CEID-Walk,1,LA,-3.6419912501587737,10.853098474842913,0.10195554740130909
222,CEID-Walk,1,MA,-3.8975684241794846,13.575970965341867,0.1470444404542447
223,CEID-Walk,1,MD,-3.237979691434566,5.680838901549896,0.10979999485909947
224,CEID-Walk,1,ME,-3.350727776738619,8.72626701195607,0.13288890095055095
225,CEID-Walk,1,MI,-3.1907805506349307,29.620225320949697,0.09937778826653947
226,CEID-Walk,1,MN,-3.2321904513667405,8.246547623195015,0.14208888634741307
227,CEID-Walk,1,MO,-3.469912485085295,22.05171057633902,0.05991110672354705
228,CEID-Walk,1,MS,-4.5944472598183195,9.13407805159192,0.21057776941657075
229,CEID-Walk,1,MT,-4.141734042951445,9.53719281065499,0.2387333279192449
230,CEID-Walk,1,NC,-4.318043776732401,149.31756162938254,0.15991110508441936
231,CEID-Walk,1,ND,-3.575275948016687,2.7688995086626096,0.1141555592477322
232,CEID-Walk,1,NE,-3.1943279898830896,10.3865298611124,0.19793332657814033
